realSum,room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,rest_index,lng,lat
173.62161658947562,0,2,0,0,0,8,0,1,0.9451874619784808,0.24348152695139597,830.6066322713265,1927.7486815806813,2.1787099999999997,41.3817
730.3279260828077,1,5,0,0,1,9,0,2,1.8308973030718887,0.2113459696636797,1539.9902651494,775.0108746051039,2.176,41.403
589.9876649521725,1,5,1,0,1,10,1,1,1.1494543423482304,0.30900827634168204,486.7206865913612,1246.6835195863002,2.15805,41.39224
215.28149510089136,0,2,1,1,0,10,1,1,0.9535048756292566,0.18315875924477468,828.6447105869155,1613.699648661991,2.18089,41.38456
215.28149510089136,0,2,0,0,1,8,0,1,0.6199634802204179,0.4867818958382696,565.2204728102506,1321.9281356607332,2.1672,41.38197
182.93108664789256,0,2,0,1,0,10,1,1,1.0401653636883126,0.2604801888230017,691.8653608519198,1386.0251235780736,2.1730400000000003,41.37805
248.56285055973183,0,2,0,1,0,9,0,1,1.2004939984429122,0.1960705397293821,637.710691965985,1350.8828394082198,2.17732,41.37783
157.56278073870644,0,2,1,0,0,10,1,1,2.5454372899279054,0.8724190814324841,379.5579372701623,586.1769258034336,2.1593400000000003,41.40861
127.30700304885144,0,2,1,1,0,10,1,1,1.7636909865677626,0.33864072040096077,357.2058529824525,811.826802848648,2.16265,41.37225
207.13570879977655,0,2,0,0,0,10,1,1,0.5552783338675386,0.2877358995344446,731.631427504798,1342.2676854803424,2.17651,41.38817
185.2584541624968,0,2,0,0,0,10,1,1,1.2287930051442193,0.2289346042668296,613.9087037648079,1349.8491712097743,2.17786,41.37778
196.89529173551793,0,2,1,0,0,10,1,1,1.5086146127209736,0.09442494888543154,370.3574230509004,884.8818181141238,2.16063,41.37553
150.58067819489375,0,2,0,1,0,9,0,1,1.9017564100014823,0.39913705858696086,321.92614377264357,737.2151799455575,2.14972,41.3794
469.6627644471338,1,4,1,0,1,10,0,1,1.0604038100162816,0.19260161469525175,583.1864084270971,1336.9871463699512,2.16,41.393
469.6627644471338,1,4,1,0,1,10,1,1,1.0603950223430003,0.19261433875564649,583.1837954581473,1336.9972982171353,2.16,41.393
990.5276142155608,1,6,1,0,1,10,1,3,1.0603882075025308,0.1926238340516311,583.1820885459044,1337.0055128399877,2.16,41.393
115.67016547583027,0,2,0,0,0,8,0,1,2.8179269671389573,0.4760506682726924,282.12345813468926,499.8305649750987,2.144,41.371
462.91339865478153,0,4,0,1,0,10,1,2,1.0666554556958503,0.31528507203573114,696.0498144151845,1941.0542269346456,2.1800200000000003,41.38118
190.84413619754693,0,2,0,1,0,10,1,1,1.4143917714211884,0.17925608413734306,359.4353705169185,876.9128922144608,2.156,41.38
167.80319780296506,0,2,0,1,0,10,1,1,1.414399723327943,0.17924651738179556,359.4349774358119,876.9075001139719,2.156,41.38
185.2584541624968,0,2,1,0,0,10,1,1,0.4561647739978147,0.32286124533239685,743.5081761406058,1658.505651952573,2.17017,41.38303
156.1663602299439,0,2,0,1,0,10,0,1,1.4143907193656935,0.17925986494633744,359.4350419079585,876.9170815518627,2.156,41.38
150.58067819489375,0,2,0,0,0,10,1,1,0.21753620157046347,0.2064616103887545,576.4104621205204,1483.144841486018,2.16778,41.38613
132.8926850839016,0,2,0,1,0,10,1,1,1.4143771017938345,0.17927045827942925,359.43659151306815,876.9183168214879,2.156,41.38
324.20229478436937,1,3,1,0,0,10,1,2,1.3424387298777416,0.3057464497575601,360.5123725941161,939.3538480795282,2.15524,41.3824
157.56278073870644,0,2,1,1,0,10,1,1,4.345493176990226,0.5084631471382455,172.97299650425887,328.19459821352825,2.21101,41.4112
231.34033095166055,0,2,0,1,0,9,1,1,0.7927301275149342,0.2013351819889544,542.5183314462267,1083.9031458830534,2.1781900000000003,41.39075
115.67016547583027,0,2,0,0,0,10,1,1,2.090314039799813,0.12785968177400325,901.580033510056,713.2571704404506,2.17517,41.405559999999994
205.97202504247443,0,2,1,0,0,10,1,1,0.6115758145083595,0.26360578090454556,826.3000044237598,1525.433541799251,2.17018,41.38163
171.2942490748714,0,2,0,0,1,8,0,1,0.5463956267445998,0.20025450092283345,509.7243849027769,1266.067482644655,2.1650099999999997,41.38397
121.48858426234084,0,2,0,0,0,9,1,1,1.1829543307118424,0.3524115558107349,474.7888101108667,851.9058735094467,2.1796900000000003,41.39491
182.93108664789256,0,2,0,0,1,7,0,1,1.2208739215848463,0.16257617707572322,378.8098215204141,939.5739754630612,2.15795,41.38094
164.31214653105872,0,3,0,0,0,9,0,1,1.6013868737296073,0.5643887357502957,463.727650598672,971.1504125921858,2.16072,41.39975
171.2942490748714,0,2,0,0,1,7,0,1,0.37130088736583666,0.1914779207195514,542.0263234802914,1355.066985575038,2.16565,41.386509999999994
161.98477901645447,0,2,0,0,0,10,1,1,0.4701207214829752,0.18383758141839324,744.9781742977118,1304.8774536314152,2.1753400000000003,41.38849
173.62161658947562,0,2,0,1,0,9,0,1,1.435399328664442,0.22210454131879612,372.750448709518,895.5015299136533,2.15988,41.3767
208.53212930853908,0,2,0,0,0,10,1,1,1.142517760056663,0.5017322161009315,591.1781631495303,1268.333153529116,2.1836599999999997,41.38663
117.99753299043452,0,2,1,1,0,10,1,1,1.782534172405048,0.3042954947519141,356.41297780042834,788.1296325975748,2.16193,41.37228
183.86203365373424,0,2,0,1,0,9,0,1,1.5246442723693965,0.14669340865527844,372.2454206983981,900.5924066725942,2.16203,41.37479
179.4400353759862,0,2,0,0,0,9,1,1,1.7866890586509458,0.25677144718384687,356.53129907307965,781.406689077713,2.16113,41.3725
165.2430935369004,0,2,1,1,0,9,1,1,1.830408855710401,0.2628528203731001,900.742403478494,755.0711560116287,2.17161,41.40358
208.53212930853908,0,2,0,0,0,10,0,1,1.5692549788500958,0.1596612172273752,343.71476776774387,835.6899272931671,2.15366,41.3802
164.31214653105872,0,2,0,1,0,10,1,1,1.496952803883892,0.25205892755065196,377.7618202929758,948.2009097340706,2.16329,41.37464
190.84413619754693,0,2,1,1,0,10,1,1,1.3553397335060011,0.34039362946335094,372.281497099962,904.9988294935794,2.15849,41.37855
237.1587497381711,0,2,0,1,0,9,0,1,0.23448825552041488,0.229089339874418,685.0782337561417,1684.3964838629,2.17265,41.38642
144.52952265692275,0,2,0,1,0,8,0,1,2.1860834452028564,0.3905510585114024,590.1084792307596,626.4440208650542,2.17892,41.40565
306.5143016733772,0,2,1,0,1,10,1,1,1.1748056295816074,0.2043989780144554,512.5843410228135,1202.5441990394029,2.15845,41.39315
239.48611725277536,0,2,1,1,0,9,1,1,1.1227988673231957,0.2022900044450751,2934.1334407443887,1221.577554602046,2.16203,41.39527
195.73160797821583,0,2,1,1,0,10,1,1,1.0921173228700742,0.43185352405928246,664.870190874127,1643.8295580467968,2.1790000000000003,41.38
185.2584541624968,0,2,1,1,0,10,1,1,2.220392113105228,0.3597866072790821,597.6647630125007,627.2509125061912,2.17821,41.40616
249.9592710684944,0,2,1,1,0,9,1,1,1.0979586025202743,0.16125089693548017,575.4633550234178,1351.097612678711,2.15971,41.39327
185.2584541624968,0,2,1,1,0,10,1,1,1.0921079865042571,0.4318457662645228,664.8772488622193,1643.8370263006702,2.1790000000000003,41.38
433.82130472222866,1,4,0,0,1,10,1,2,1.9848981603786715,0.2965482959555496,711.1239950033943,699.6770208549776,2.171,41.405
127.30700304885144,0,2,0,0,0,10,1,1,1.937591948626451,0.3481451685895397,363.4789920374655,719.1386864389243,2.15725,41.37257
185.2584541624968,0,2,1,1,0,10,1,1,2.1217384421599346,0.2215527910777652,771.6531972831289,667.3429394689709,2.17676,41.405559999999994
289.2917820653059,0,2,0,1,0,8,0,1,0.9516937893625418,0.3506914807127771,805.8395477046707,1866.8599844433331,2.17739,41.38061
127.30700304885144,0,2,0,0,0,9,0,1,0.881311815038923,0.1135795558103836,531.1118166724189,1081.911329529828,2.17913,41.39112
320.4785067610026,0,2,1,1,0,10,1,1,0.971102586143208,0.3018931486604126,413.6040444589332,1083.8910502741064,2.15877,41.38494
299.5321991295645,0,3,0,1,0,10,1,1,1.1216315519511826,0.5459547118792902,442.5140050314546,1351.7878966064347,2.15722,41.39018
239.7188540042358,0,2,0,1,0,10,0,1,1.3265964364254883,0.5039219055683026,412.7729481091374,1268.0349120387616,2.15531,41.39163
295.1102008518165,1,2,1,0,1,10,1,1,3.122012294443682,0.15077720376329343,239.4856293485467,476.6034011727425,2.137,41.373999999999995
526.450531803477,1,6,0,0,0,10,1,3,2.4309434450487575,0.4721360135938371,494.21665375811926,673.5965370111916,2.17442,41.40878
703.563199664859,1,2,1,0,1,10,1,2,1.0616085632649808,0.38085396353093665,494.7654954149945,1247.097919430999,2.15864,41.39139
358.647334000512,1,4,0,0,1,8,0,1,1.2955392299103194,0.16456604517497028,458.0373046169725,1027.021825216622,2.1703099999999997,41.37547
196.89529173551793,0,2,1,0,0,10,1,1,1.1438745586498815,0.36611353462495067,635.1306802406327,1643.233969695154,2.181,41.381
691.9263620918379,1,4,1,0,1,10,1,2,1.3075495066617553,0.6899256533652722,591.3556144372725,891.6258463232685,2.17102,41.39889
111.01543044662182,0,2,0,1,0,7,0,1,1.0180469663605063,0.23482135896516287,728.6095173056267,1765.6076719857765,2.18007,41.38197
619.0797588847254,1,6,0,0,1,9,0,2,0.5822477862064172,0.3558062320517358,751.7251556573402,1358.0067260483509,2.17696,41.38749
200.1536062559639,0,2,0,1,0,10,1,1,1.1063666004091526,0.34873486752689997,486.74227704233806,883.769425196592,2.17866,41.39468
455.465822608048,1,4,0,0,1,9,1,1,1.53972524778213,0.43180330873835265,781.9762800463665,814.9193252827187,2.17285,41.40084
367.49133055600805,1,2,0,0,1,10,1,1,1.783117876010755,0.18500907537191716,2159.706916042898,780.4094303192427,2.17382,41.40294
691.9263620918379,1,4,1,0,1,10,1,2,1.2506205562165438,0.7869380869420435,566.8835111360358,938.5534741680216,2.1697599999999997,41.3984
393.0923732166546,1,6,0,0,1,9,1,2,1.6755720991036116,0.3112343393228461,999.4686862849716,801.5521614154027,2.17263,41.4021
482.4632857774571,1,6,1,0,1,10,1,2,1.1217972102157243,0.8213882981877884,557.7428776057629,1025.1559847738115,2.1698,41.39724
190.84413619754693,0,2,0,0,0,10,1,1,0.7843736734862925,0.18461111987267512,748.699120590573,1600.902395596323,2.17915,41.38554
277.65494449228476,0,5,1,1,0,10,1,2,0.8475880348846649,0.13581176251651228,789.9334068465919,1635.462456634762,2.17972,41.38494
422.4172039006679,1,5,0,0,1,10,1,2,1.98490668026731,0.296521819323785,711.1501943809103,699.677329578098,2.171,41.405
764.7729652989503,1,6,0,0,1,9,0,2,1.986303656361805,0.4982949093325708,531.3180996560068,633.7004750065104,2.181,41.403
161.75204226499406,0,2,0,0,1,9,0,1,2.8203482913095477,0.5819148118409178,304.6051025161818,499.9790003184796,2.18833,41.40847
185.2584541624968,0,2,0,1,0,10,1,1,1.9401381595330656,0.4832787432440187,352.70685583768807,693.7994067954276,2.16232,41.37065
155.00267647264178,0,2,0,1,0,8,0,1,1.590899650762723,0.3887661133170206,335.7931437707183,812.4156270945546,2.15226,41.38198
652.5938510950264,1,5,1,0,1,10,1,3,2.049907859832212,0.4615234410965081,583.6388473625509,632.7555262397199,2.17997,41.40401
182.93108664789256,0,2,0,1,0,9,0,1,0.9718893746023126,0.286357980170412,853.2224877962973,2174.943654708204,2.17574,41.37952
182.93108664789256,0,2,0,1,0,10,1,1,0.8612041452829797,0.2479218209866927,772.3750886707976,1410.2337115281364,2.1716599999999997,41.37948
196.89529173551793,0,2,0,0,0,10,0,1,2.1358946898959763,0.4535611477550619,490.2498087378602,600.6096274370874,2.18166,41.40426
167.80319780296506,0,2,1,1,0,10,1,1,2.350906551463458,0.8670749285966421,416.30096333480145,599.6039830919883,2.1652,41.408
331.8826075825633,1,4,1,0,1,9,1,2,1.6993088698065295,0.33086386467768275,364.0976631511364,830.2575120470347,2.167,41.372
127.30700304885144,0,2,0,0,0,10,1,1,2.070685948995662,0.24214877981754265,312.7909206145214,695.9930715595655,2.1478,41.378890000000006
173.3888798380152,0,2,0,1,0,9,1,1,1.2303071561524366,0.405261806834975,597.0522465612285,1970.4494017260151,2.18332,41.38241
337.9337631205343,1,2,0,0,1,7,0,1,1.086061486816056,0.27652742255754514,683.6300241532084,1577.1969179773346,2.18109,41.38203
542.7421044057066,1,4,0,0,1,9,1,1,0.7731803155758616,0.4944473302370573,535.8591960991724,1064.5541728321543,2.17339,41.39362
619.0797588847254,1,6,0,0,1,10,1,2,0.7374536177003295,0.4555824096152993,537.896976690657,1084.992143507665,2.1734,41.39327
593.4787162240789,1,5,0,0,1,10,0,2,0.7776301769276247,0.4760207237410087,531.0024388124283,1050.75344415183,2.17415,41.39341
593.4787162240789,1,5,0,0,1,10,1,2,0.7673182893184657,0.4672832393899182,532.1567838658319,1057.6045563360233,2.17406,41.39334
613.2613400982149,1,4,0,0,1,8,0,1,1.0782981220888803,0.15474218740005333,947.3784955409744,1237.6820578060783,2.16154,41.394459999999995
433.82130472222866,1,6,0,0,1,9,0,3,2.690027166573956,0.8013927830908409,364.1161933877077,506.4695429028782,2.18214,41.40958
536.923685619196,1,5,0,0,1,10,0,2,0.1805152267166019,0.1956088059813579,595.5256590209012,1420.5812451478837,2.1684900000000003,41.388290000000005
619.0797588847254,1,6,0,0,1,9,0,2,0.4262507177276624,0.24730139695907444,1291.8747332362616,1512.1869978176644,2.1751,41.38738
619.0797588847254,1,6,0,0,1,9,0,2,0.42678894591725414,0.1430877891874724,729.3907268076778,1317.4773926743055,2.17479,41.38849
619.0797588847254,1,6,0,0,1,9,0,2,0.5627972189940169,0.2769416241310744,695.8872548417587,1390.9304361419172,2.17651,41.388459999999995
453.6039285963646,1,6,0,0,1,9,0,2,0.1681406635822037,0.18418580654917543,625.0147273149086,1361.2218483605536,2.17147,41.38818
719.8547722670886,1,6,0,0,1,9,0,2,0.13770311259227808,0.147897336175986,638.907279078151,1373.3710843860017,2.17154,41.3876
433.82130472222866,1,4,0,0,1,10,1,1,0.5813533985438623,0.11930898591804104,1051.7815824254233,1826.4153409517364,2.1728,41.38234
672.3764749691624,1,6,0,0,1,9,0,2,0.4202914117594288,0.303975936536601,781.8296998983587,1590.7473872544945,2.17294,41.38406
481.29960202015496,1,4,0,0,1,10,0,1,0.9160321586165592,0.28797159336613176,704.3197849265151,1364.7975283826884,2.1621200000000003,41.39286
287.19715130216207,1,2,0,0,1,9,0,1,1.0721921930414366,0.32780203074044234,690.4478103901338,1721.0623477043655,2.17743,41.379259999999995
161.98477901645447,0,2,1,0,0,10,1,1,1.720564636044298,0.31665132589638145,355.4130595797504,836.3125903808742,2.1555,41.37615
237.1587497381711,0,2,0,1,0,10,1,1,0.8122203718491845,0.17347617598767187,998.1697700811284,2104.462082138826,2.1753400000000003,41.38102
277.65494449228476,0,2,0,0,0,9,0,1,0.8188036351638177,0.5594158637534253,520.929930216214,1274.3602783852189,2.1668,41.38017
237.1587497381711,0,2,0,0,0,10,1,1,1.3094710022602918,0.236985501392859,365.8193672889728,915.554741757819,2.15617,41.38162
254.61400609770288,0,2,0,0,0,10,1,1,1.58451461296944,0.7029170986417737,532.8447724028018,791.4645638917476,2.17955,41.39947
200.1536062559639,0,2,0,1,0,10,1,1,0.9893763919198812,0.5263899580372307,479.1441285706653,1312.0626682198445,2.15882,41.39003
188.5167686829427,0,2,0,1,0,9,1,1,0.9688494447523804,0.5839927090619836,463.3951350993531,1525.666894963398,2.1587400000000003,41.38916
186.1894011683385,0,2,0,1,0,9,1,1,0.9931736167937816,0.5737961221895399,446.4290609155235,1327.7971200812124,2.1583,41.38863
125.9105825400889,0,2,0,0,0,9,0,1,1.2080661337787515,0.42199637882593555,604.1251502786128,1512.610054378586,2.18392,41.38419
491.772755835874,1,6,0,0,1,10,1,2,1.984889331952353,0.29653156556089666,711.1480528398025,699.6790998119467,2.171,41.405
161.98477901645447,0,2,1,0,0,10,1,1,1.5353204483894414,0.3063544255363273,375.5795542434977,1006.9207457692196,2.16385,41.374109999999995
300.92861963832706,0,2,0,0,0,10,1,1,0.5959176537484028,0.2533210628291263,1101.0470544915472,1598.2575333134855,2.17587,41.38408
266.250843670724,0,2,0,0,0,9,1,1,2.595725146681096,0.6311657527208722,429.3881974157321,548.6959967762292,2.17663,41.40998
636.3022784927967,1,6,0,0,1,9,0,3,1.630517077446052,0.6910349320052608,513.6246720439419,728.126779670309,2.18033,41.3996
148.0205739288291,0,2,0,0,1,8,0,1,2.0139605472118403,0.20885920025529847,357.50378256721456,828.655161636386,2.151,41.376000000000005
168.96688156026715,0,2,0,1,0,9,0,1,1.5277109637623023,0.07520930037353274,369.0393415715685,879.1359975182402,2.16054,41.37537
127.30700304885144,0,2,1,0,0,10,1,1,0.8161987767300595,0.09892618414724363,788.8373864854922,1636.1849443213205,2.17924,41.38474
341.4248143924407,1,6,0,0,1,10,1,2,0.8363257495866775,0.46896003870344394,715.9014290101923,1264.1669002644892,2.1655,41.39386
117.99753299043452,0,2,0,1,0,9,1,1,1.7335193904785282,0.49146771663116046,423.32214686144,941.1945165269608,2.15803,41.39988
174.78530034677777,0,2,0,0,0,9,0,1,0.821435895043917,0.01704462732622918,864.4320170367191,1628.1821969546863,2.17876,41.38377
495.26380710778034,1,2,0,1,0,10,0,0,0.8923935126850648,0.22323623282347624,961.0480668640738,2309.175304603938,2.17558,41.38028
518.3047455023623,1,4,0,1,0,10,1,0,0.7808265286295925,0.18894795681720872,984.6333343277336,1953.9566497561332,2.17556,41.38148
196.89529173551793,0,3,0,0,0,9,1,1,2.0944023822768627,0.2276651687219665,730.0222661231047,682.0347890299347,2.1724799999999997,41.40591
125.21237228570764,0,2,0,1,0,9,0,1,1.718969555255978,0.24032990402695725,359.448562622894,808.7905326150111,2.16187,41.37292
362.1383852724184,1,5,0,0,1,10,0,3,1.8795407745688129,0.21634371853399964,964.0075817029584,746.0885896582907,2.1719999999999997,41.404
335.6063956059301,1,4,0,0,1,8,0,1,2.5174405221297627,0.5766368985085234,445.8011509792814,551.5389407635951,2.178,41.409
491.772755835874,1,6,0,0,1,10,1,3,1.9848939306799815,0.29653811899943966,711.1380267486252,699.6781341959323,2.171,41.405
201.317290013266,0,2,1,0,0,10,1,1,3.616079291397413,0.26172814606485006,268.040785342842,405.6417531595269,2.14162,41.41171
983.545511671748,1,5,0,0,1,10,1,3,0.8889179906610198,0.40032396149591376,513.7386686238189,977.7847707840764,2.17614,41.39368
221.09991388740193,0,2,0,1,0,9,0,1,2.6577125618105693,0.7061335197458681,401.7557560662344,524.3806760230174,2.17804,41.4103
161.98477901645447,0,2,0,0,0,10,1,1,2.437001140791254,0.16156724487049112,290.576335341392,613.4802854063936,2.14414,41.37703
542.7421044057066,1,4,0,0,1,10,1,1,0.6144661976630496,0.28849503120244463,550.3855953852203,1135.079514475708,2.17421,41.39168
1619.847790164545,0,2,1,0,0,10,1,1,1.0136399730136323,0.38248444765675765,641.6066678330192,1422.154632134061,2.18209,41.38635
672.3764749691624,1,6,0,0,1,10,0,2,0.40299104259540314,0.2984883254704329,764.7850681003154,1669.9160434159269,2.17171,41.38374
672.3764749691624,1,6,0,0,1,9,1,2,0.4678048128433133,0.2494436696504801,820.9588463543662,1614.014074391206,2.17299,41.38357
335.3736588544697,1,3,0,0,1,9,0,0,1.7082451609144276,0.4087364746161364,418.51902001566,925.8962223904672,2.157,41.398999999999994
804.1054762957618,1,5,0,0,1,10,1,2,2.572310819124132,0.6090201714866826,446.9773417634475,586.8323651298713,2.175,41.41
475.7139199851048,1,6,0,0,1,10,1,2,2.909156215923801,0.7134212818565475,331.37693865921386,473.23781795144527,2.181,41.412
179.4400353759862,0,2,0,1,0,8,0,1,0.15750786010668086,0.1387084245686745,615.5959032735375,1454.3145469701622,2.16909,41.3859
176.87993110992156,0,2,0,1,0,8,0,1,0.30738275919516667,0.28631953626399254,682.8760780873179,1787.7700085627962,2.17047,41.38439
300.92861963832706,0,2,0,0,0,10,1,1,1.0715880504517046,0.13356894144098527,721.1846183383335,1289.7272795346223,2.161,41.394
404.96194754113617,1,4,1,1,0,9,1,3,1.10401910645348,0.5869843961706055,519.7824908560107,904.2675971895886,2.176,41.396
138.9438406218726,0,3,0,1,0,9,0,1,2.324137336664391,0.2122069970911184,314.0418257909741,657.0033580038128,2.14601,41.37658
200.1536062559639,0,2,0,1,0,8,0,1,0.9335561059698708,0.34598375398953696,649.6656119008256,1342.0858127578456,2.17098,41.37876
161.98477901645447,0,2,0,0,0,8,0,1,0.36140010523896465,0.2556380420746692,793.8334812619956,1687.4860978890797,2.17433,41.38699
208.29939255707868,0,2,1,1,0,10,1,1,1.7529310997042815,0.935170470817746,402.32523737469137,1195.807402190719,2.18788,41.37888
137.78015686457047,0,2,1,0,0,10,1,1,2.5382183672736134,0.31888635254889697,327.2955681625528,573.275015868816,2.1465400000000003,41.37264
